dataset,numelements,load_factor,sample_size,bucket_size,hashtable,model,reducer,payload,insert_nanoseconds_total,insert_nanoseconds_per_key,avg_lookup_nanoseconds_total,avg_lookup_nanoseconds_per_key,median_lookup_nanoseconds_total,median_lookup_nanoseconds_per_key,unsuccessful_lookup_percent,primary_key_ratio,empty_buckets,min_chain_length,max_chain_length,additional_buckets,empty_additional_slots,min_psl,max_psl,total_psl
normal_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,51377706699,256.888533,57008670419,285.043352,56915966600,284.579833,0.000000,0.689726,,,,,,,,
normal_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,79128010347,395.640052,73416727469,367.083637,73420772433,367.103862,0.000000,0.689726,,,,,,,,
normal_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,40209476557,201.047383,49927011363,249.635057,49864480644,249.322403,0.000000,0.987796,,,,,,,,
normal_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,69202073001,346.010365,64129647374,320.648237,64204918807,321.024594,0.000000,0.987796,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,45712594740,228.562974,52635854607,263.179273,52664934543,263.324673,0.000000,0.714469,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,69950692028,349.753460,69880559555,349.402798,69899779293,349.498896,0.000000,0.714469,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,36833891237,184.169456,45083122408,225.415612,45071965049,225.359825,0.000000,0.998913,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,64713971201,323.569856,60763129017,303.815645,60738932453,303.694662,0.000000,0.998913,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,47071635328,235.358177,55400447802,277.002239,55338343119,276.691716,0.000000,0.713063,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,74078218662,370.391093,72290933337,361.454667,72303032970,361.515165,0.000000,0.713063,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,39993844860,199.969224,48905203459,244.526017,48920100913,244.600505,0.000000,0.994590,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,67930163215,339.650816,63233171353,316.165857,63165436735,315.827184,0.000000,0.994590,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,48188234340,240.941172,56416318143,282.081591,56329927317,281.649637,0.000000,0.713063,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,74935123754,374.675619,72808961628,364.044808,72803813071,364.019065,0.000000,0.713063,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,39749393340,198.746967,49679387437,248.396937,49639417716,248.197089,0.000000,0.994590,,,,,,,,
normal_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,68490093807,342.450469,64019446352,320.097232,63990633740,319.953169,0.000000,0.994590,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps256_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
osm_cellids_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps512_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,23332260220,257.994597,24200762060,267.597987,24214868037,267.753962,0.000000,0.656137,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,32365142287,357.874967,29074419351,321.488061,29040711479,321.115339,0.000000,0.656137,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,24405745401,269.864573,23322532545,257.887034,23288287348,257.508371,0.000000,0.879106,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,36831617890,407.262663,27857275799,308.029594,27858936853,308.047961,0.000000,0.879106,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,23926561644,264.566038,24700323539,273.121848,24720385773,273.343684,0.000000,0.650008,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,34377249509,380.123681,29586468771,327.150007,29583120186,327.112980,0.000000,0.650008,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,28066405520,310.342029,23921151058,264.506210,23951124951,264.837644,0.000000,0.872206,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,40072757272,443.101301,27572147267,304.876808,27556332180,304.701934,0.000000,0.872206,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,24697504655,273.090678,25444737621,281.353147,25458467992,281.504969,0.000000,0.650008,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,35381470996,391.227779,30191669646,333.841967,30199557283,333.929184,0.000000,0.650008,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,29284496474,323.810972,24546420932,271.420082,24545676825,271.411854,0.000000,0.872206,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,41876999099,463.051561,28620603285,316.470027,28628659076,316.559103,0.000000,0.872206,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,20672644174,228.586106,23813289601,263.313541,23827880120,263.474874,0.000000,0.692294,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_balanced_kicking,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,28934903771,319.945379,28626836670,316.538952,28618659348,316.448532,0.000000,0.692294,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,16,18429077308,203.778045,22554622305,249.395928,22563586605,249.495050,0.000000,0.908717,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err32_rbits18-murmur3_fin64_2,clamp-fast_modulo,64,29440921008,325.540624,27087218020,299.514742,27109183839,299.757627,0.000000,0.908717,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,20583889660,227.604710,24299734138,268.692362,24296340265,268.654835,0.000000,0.688013,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,30712348270,339.599329,28454452305,314.632826,28469764026,314.802134,0.000000,0.688013,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,16,20129559660,222.580992,23189562958,256.416734,23210601149,256.649362,0.000000,0.901805,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec0-murmur3_fin64_2,clamp-fast_modulo,64,31073970342,343.597936,27238777991,301.190604,27231727362,301.112642,0.000000,0.901805,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,21322073827,235.767122,25025611821,276.718697,25013756073,276.587603,0.000000,0.688013,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_balanced_kicking,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,31142924493,344.360391,29505212668,326.251524,29508123387,326.283709,0.000000,0.688013,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,16,20492011265,226.588772,23943325535,264.751403,23930587803,264.610556,0.000000,0.901805,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,pgm_hash_eps128_epsrec4-murmur3_fin64_2,clamp-fast_modulo,64,32066697782,354.574940,27903350801,308.539065,27900149272,308.503664,0.000000,0.901805,,,,,,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err32_rbits18,clamp,16,15996491577,79.982458,45553075715,227.765379,45561329997,227.806650,0.000000,,74,0,1,50000074,0,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err32_rbits18,clamp,64,21728154156,108.640771,54453207467,272.266037,54451957300,272.259787,0.000000,,74,0,1,50000074,0,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err32_rbits18,clamp,16,16281574264,81.407871,46278085064,231.390425,46277795902,231.388980,0.000000,,74,0,1,50000074,150000222,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err32_rbits18,clamp,64,25915489138,129.577446,56595433929,282.977170,56595760131,282.978801,0.000000,,74,0,1,50000074,150000222,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec0,clamp,16,25584351233,127.921756,50354714603,251.773573,50201177832,251.005889,0.000000,,691326,0,12191,50691326,0,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec0,clamp,64,29982560774,149.912804,60532360725,302.661804,60929452650,304.647263,0.000000,,691326,0,12191,50691326,0,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,pgm_hash_eps128_epsrec0,clamp,16,23898674550,119.493373,48993717522,244.968588,48869737113,244.348686,0.000000,,691326,0,3048,50476875,151216174,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,pgm_hash_eps128_epsrec0,clamp,64,30516599556,152.582998,59193545285,295.967726,59731290811,298.656454,0.000000,,691326,0,3048,50476875,151216174,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec4,clamp,16,22168461173,110.842306,48629868588,243.149343,48622289791,243.111449,0.000000,,691326,0,12191,50691326,0,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec4,clamp,64,28518268814,142.591344,59133548790,295.667744,59429483830,297.147419,0.000000,,691326,0,12191,50691326,0,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,pgm_hash_eps128_epsrec4,clamp,16,21955315859,109.776579,47338255555,236.691278,47336710843,236.683554,0.000000,,691326,0,3048,50476875,151216174,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,pgm_hash_eps128_epsrec4,clamp,64,30111692367,150.558462,57896188497,289.480942,58491446498,292.457232,0.000000,,691326,0,3048,50476875,151216174,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err32_rbits18,clamp,16,12573014518,62.865073,41156149046,205.780745,41461608722,207.308044,0.000000,,2258351,0,1,2258351,0,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err32_rbits18,clamp,64,18863449776,94.317249,53418653806,267.093269,53877857130,269.389286,0.000000,,2258351,0,1,2258351,0,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err32_rbits18,clamp,16,11652476461,58.262382,41335043604,206.675218,41473556668,207.367783,0.000000,,2258351,0,1,2258351,6775053,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err32_rbits18,clamp,64,18714783574,93.573918,54887169287,274.435846,54923684788,274.618424,0.000000,,2258351,0,1,2258351,6775053,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,pgm_hash_eps128_epsrec0,clamp,16,18803747466,94.018737,45668229662,228.341148,45586586948,227.932935,0.000000,,10414476,0,12190,10414476,0,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,pgm_hash_eps128_epsrec0,clamp,64,26399375553,131.996878,58313896335,291.569482,58608802790,293.044014,0.000000,,10414476,0,12190,10414476,0,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,pgm_hash_eps128_epsrec0,clamp,16,18165486876,90.827434,44105251222,220.526256,44103627030,220.518135,0.000000,,10414476,0,3048,10365892,31049092,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,pgm_hash_eps128_epsrec0,clamp,64,24769198673,123.845993,55575143488,277.875717,55499052354,277.495262,0.000000,,10414476,0,3048,10365892,31049092,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,pgm_hash_eps128_epsrec4,clamp,16,17470573563,87.352868,43917649238,219.588246,43978491957,219.892460,0.000000,,10414476,0,12190,10414476,0,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,pgm_hash_eps128_epsrec4,clamp,64,24395699703,121.978499,56230009109,281.150046,56345055301,281.725277,0.000000,,10414476,0,12190,10414476,0,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,pgm_hash_eps128_epsrec4,clamp,16,16263241903,81.316210,42525469760,212.627349,42525023508,212.625118,0.000000,,10414476,0,3048,10365892,31049092,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,pgm_hash_eps128_epsrec4,clamp,64,22281867767,111.409339,53835925348,269.179627,54306461663,271.532308,0.000000,,10414476,0,3048,10365892,31049092,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err32_rbits18,clamp,16,12766579182,63.832896,42302764802,211.513824,42356915344,211.784577,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err32_rbits18,clamp,64,20176071214,100.880356,55535308636,277.676543,55599953071,277.999765,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err32_rbits18,clamp,16,12034792321,60.173962,42579248761,212.896244,42219503571,211.097518,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err32_rbits18,clamp,64,22683223512,113.416118,63656586816,318.282934,63750425131,318.752126,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,pgm_hash_eps128_epsrec0,clamp,16,19163969811,95.819849,45971726583,229.858633,46180042030,230.900210,0.000000,,51202970,0,12190,1202970,0,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,pgm_hash_eps128_epsrec0,clamp,64,24972059746,124.860299,58028496892,290.142484,58064712169,290.323561,0.000000,,51202970,0,12190,1202970,0,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,pgm_hash_eps128_epsrec0,clamp,16,16453887918,82.269440,43671046143,218.355231,43579738648,217.898693,0.000000,,51202970,0,3048,1190496,3559014,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,pgm_hash_eps128_epsrec0,clamp,64,23689276402,118.446382,56229136445,281.145682,56372894872,281.864474,0.000000,,51202970,0,3048,1190496,3559014,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,pgm_hash_eps128_epsrec4,clamp,16,16388583588,81.942918,43771933616,218.859668,43868022747,219.340114,0.000000,,51202970,0,12190,1202970,0,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,pgm_hash_eps128_epsrec4,clamp,64,23825365582,119.126828,56551559351,282.757797,56577275023,282.886375,0.000000,,51202970,0,12190,1202970,0,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,pgm_hash_eps128_epsrec4,clamp,16,15060644303,75.303222,42296614189,211.483071,42258429602,211.292148,0.000000,,51202970,0,3048,1190496,3559014,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,pgm_hash_eps128_epsrec4,clamp,64,22604884945,113.024425,54961426771,274.807134,54942393512,274.711968,0.000000,,51202970,0,3048,1190496,3559014,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,radix_spline_err32_rbits18,clamp,16,9043587682,99.998746,21742266262,240.413366,21710794372,240.065369,0.000000,,7452895,0,42,30062148,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,radix_spline_err32_rbits18,clamp,64,10998508474,121.615126,23521139499,260.083115,23507446400,259.931704,0.000000,,7452895,0,42,30062148,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,radix_spline_err32_rbits18,clamp,16,8982641870,99.324842,22052370522,243.842319,22109375234,244.472644,0.000000,,7452895,0,11,27836490,81283812,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,radix_spline_err32_rbits18,clamp,64,12162058949,134.480992,24660349569,272.679839,24557466423,271.542217,0.000000,,7452895,0,11,27836490,81283812,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,pgm_hash_eps128_epsrec0,clamp,16,13921479282,153.935641,24166497480,267.219109,24198942363,267.577865,0.000000,,7695864,0,11446,30305117,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,pgm_hash_eps128_epsrec0,clamp,64,15964948016,176.531133,26727606754,295.538369,26789804061,296.226111,0.000000,,7695864,0,11446,30305117,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,pgm_hash_eps128_epsrec0,clamp,16,12491728313,138.126285,22892938118,253.136828,22893224290,253.139993,0.000000,,7695864,0,2862,27809969,80934759,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,pgm_hash_eps128_epsrec0,clamp,64,14885335816,164.593408,25314197905,279.909714,25289682927,279.638642,0.000000,,7695864,0,2862,27809969,80934759,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,pgm_hash_eps128_epsrec4,clamp,16,14792806197,163.570269,24757320304,273.752085,24726888965,273.415593,0.000000,,7695864,0,11446,30305117,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,pgm_hash_eps128_epsrec4,clamp,64,17100477271,189.087157,27503336871,304.115943,27559841328,304.740736,0.000000,,7695864,0,11446,30305117,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,pgm_hash_eps128_epsrec4,clamp,16,13146427827,145.365572,23540047960,260.292193,23505304440,259.908020,0.000000,,7695864,0,2862,27809969,80934759,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,pgm_hash_eps128_epsrec4,clamp,64,15846336417,175.219595,26140435605,289.045771,26058233525,288.136828,0.000000,,7695864,0,2862,27809969,80934759,,,
